video_id,duration,genre,row_index
D9t4APjK4jU,239,Music,12824
UHJYYd_RnJc,161,Entertainment,12825
OrAPORjvvCA,652,Gaming,12826
4QRedTdXJ5w,210,Music,12827
1ckwqMaL0ec,1116,People &amp; Blogs,12828
CS9zbWLiI0o,243,Music,12829
bYW4oOeZj9I,335,Entertainment,12830
xtgtjJvJRg8,383,Entertainment,12831
29G5sJKm7YU,170,Music,12832
Yqxxr7r2Th4,,,12833
RBfaTLqsBBI,110,News &amp; Politics,12834
yLe2MV3RKbg,1350,Entertainment,12835
YY27jSFJQxk,1107,Comedy,12836
JCOApOon4aw,287,Entertainment,12837
c1j7nix27L0,733,Comedy,12838
HRqRGQ8jD_4,15,Gaming,12839
DAkZ8kIvrxk,1066,Entertainment,12840
T6UVZGa25Uc,536,Entertainment,12841
cd4ILT8LDoI,1375,Gaming,12842
K21Iil9un3k,296,Sports,12843
QL77oAA48lQ,14935,Entertainment,12844
iQa_C8ZqdKQ,390,Sports,12845
p7bPqgUWHZY,1432,Entertainment,12846
mSP1L4dh7OA,439,Music,12847
dc3eD6C6Gbk,90,Gaming,12848
BfiDvCpQdTI,585,Sports,12849
TB9hw7mE5P0,668,People &amp; Blogs,12850
e0ESBkyGvpw,236,Howto &amp; Style,12851
Gy46FH4w1wQ,40,Entertainment,12852
ztnSyeA2qz0,700,Entertainment,12853
GPsO_SRUXb8,1094,People &amp; Blogs,12854
aF5RWZ_KEOc,738,Autos &amp; Vehicles,12855
DwrHV-ILPe4,308,Sports,12856
sI1bc89gwuA,703,Howto &amp; Style,12857
HxfeTEgxryc,50,Entertainment,12858
4nwRKWqwbYA,1313,Gaming,12859
cNomzAh3-tY,4363,Music,12860
QWrEZEcXHqA,,,12861
GvyYlNeay9A,1515,Travel &amp; Events,12862
UosoE8aS-p0,1630,Gaming,12863
XBd0MYchZ7U,485,Comedy,12864
XI7l5JsCPRo,926,People &amp; Blogs,12865
UUPR_Q9V78Y,1525,Gaming,12866
Cu0TrTsoWuU,1430,Comedy,12867
BRASmZr-b58,682,Entertainment,12868
vnDMnpTSvMI,577,Entertainment,12869
-555Hg5_Qqo,206,Entertainment,12870
XesoCSOaxz0,654,Comedy,12871
OpjATUDG1Io,708,Sports,12873
kDHLzTIxJAM,615,Sports,12874
GV8FH5gfOq4,786,Film &amp; Animation,12875
QvVN2GPAftk,,,12876
msdoXTBCjtc,110,Sports,12877
UNV6ZfY1Wp0,610,Entertainment,12878
4lDg8OtgvVU,733,Gaming,12879
L5_693YB4N8,294,Sports,12880
VNAfWRW3Cpc,1376,Sports,12881
p0GUZVU_TTU,708,People &amp; Blogs,12882
WbkwHhdRH1Q,,,12883
a5AvbEQkkoM,233,Music,12884
_cC6IvUjPGQ,484,Gaming,12885
V_kUVnuLu2Y,101,Sports,12886
xO1_JJnh1vs,1207,People &amp; Blogs,12887
SKOMZkOo-tE,378,Sports,12888
LEkddQsNb-s,1345,Gaming,12889
qC5h9zcHmPA,530,Education,12890
H0l6tipGdVA,268,Sports,12891
Uj7Xzhtd0Qo,829,People &amp; Blogs,12892
8tPxYhAescU,983,Comedy,12893
x5L65slHynY,555,Entertainment,12894
46MRzyv0_Rw,255,Sports,12895
mpszSy5h7kA,137,Gaming,12896
gBGoDmLMe3U,245,Music,12897
94JBhbeTiMI,545,Entertainment,12898
3V34PN3f-c4,33,Entertainment,12899
yG-mCmaXPQo,540,Sports,12900
eByxkesA6lY,397,Sports,12901
Nt-Tc-IoYaM,403,Sports,12902
MSfkDHQdPjI,252,Music,12903
Fbr55An8VPI,485,Sports,12904
KwjBEcEgMQE,717,Science &amp; Technology,12905
B5rXK8HCL1Y,550,Entertainment,12906
cdzvRBo_IY0,205,Music,12907
bi0g4z76lPo,57,Sports,12908
4_Qe2WSHEHY,541,Sports,12909
b2qy-sfu4sU,2267,Music,12910
GFoRQ6Drts0,,,12911
K4lr1ayJ4Cw,956,Sports,12912
MurHt7Sxhyk,644,Sports,12913
DFmWG6Og4AA,1338,Gaming,12914
CoZ4cMKaxgs,1676,Sports,12915
YFeoKJT5Q6Q,294,Sports,12916
CboacVTPZV8,620,Sports,12917
Jc1tFH8Xzc8,2404,Entertainment,12918
L5QEB-GdqBY,555,Comedy,12919
1cjSRMRKWTE,179,News &amp; Politics,12920
QIAjZwzl2I4,705,Comedy,12921
eZatPKy7rew,697,Entertainment,12922
82fCROlKiXQ,298,Gaming,12923
pHdNkpT954U,230,People &amp; Blogs,12924
MI_23DrczXM,1033,Autos &amp; Vehicles,12925
p10rOHC72zg,177,Sports,12926
Ul9LB8Ttk-s,563,Gaming,12927
JU_9KCKCI5M,593,Howto &amp; Style,12928
7J52mDjZzto,2115,Science &amp; Technology,12929
